place_id,name,address,lat,lng,type
ChIJU6P8xgsydTERH76HuJW_-Gg,Chợ Đầu mối Bình Điền,"Đại lộ Nguyễn Văn Linh, Khu Phố 6, Quận 8, Thành phố Hồ Chí Minh, Vietnam",10.7022739,106.6086365,chợ
ChIJTQW7uYoudTEREQoQkLAqBzY,Binh Tay Market,"57A Tháp Mười, Phường 2, Quận 6, Thành phố Hồ Chí Minh 700900, Vietnam",10.7493647,106.651058,chợ
ChIJz2HC9hMvdTERx_6XkSQPwXo,"Russian Market, Ho Chi Minh","125 Hai Bà Trưng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",10.7804736,106.7001639,chợ
ChIJddvCXQAvdTER81sNPxk1dm0,Chợ Kim Biên,"41 Đ. Kim Biên, Phường 13, Quận 5, Thành phố Hồ Chí Minh, Vietnam",10.7504622,106.6559291,chợ
ChIJvSXF5LwudTER9GMLmZGNnvI,Phú Bình Market,"QJFV+F6G, Bình Phú, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",10.773694,106.6430748,chợ
ChIJPze3_lApdTEROr6Tmp6cgnc,Vo Thanh Trang Market,"15 Đ. Trường Chinh, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",10.8011701,106.6377552,chợ
ChIJvxShM80odTER8eFLlfwiq48,Tân Định Market,"336 Hai Bà Trưng, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Vietnam",10.7896798,106.6898642,chợ
ChIJNbFrArYudTERGDWm6bnB-uM,Tan Binh Market,"172 Đ. Lý Thường Kiệt, Phường 8, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",10.7861046,106.653277,chợ
ChIJFZR0CsYvdTERwWwTleevJUQ,Chợ đồ cũ Nhật Tảo 2,"107 Tân Phước, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Vietnam",10.7609416,106.6601547,chợ
ChIJIZ2xB_4udTERW9i30s0gHIM,Hoa Binh Market,"37 Đ. Bạch Vân, Phường 5, Quận 5, Thành phố Hồ Chí Minh, Vietnam",10.752037,106.6756457,chợ
ChIJe-OwZzIpdTEReppVqTMkRMU,Pham Van Hai Market,"Đường Phạm Văn Hai, Phường 1, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",10.7947009,106.6628507,chợ
ChIJpx56VnYmdTER6jVoKzOUmXs,Bình Trưng Market,"Nguyễn Duy Trinh, Phường Bình Trưng Tây, Thủ Đức, Thành phố Hồ Chí Minh 700000, Vietnam",10.7887391,106.7556416,chợ
ChIJ_5YuXPkndTERE8cDps_LAhs,Thu Duc Agricultural Product Market,"141 QL1A, Tam Binh, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8687415,106.7287072,chợ
ChIJI8EDiSMvdTER0cS-nymckiA,Vuon Chuoi Market,"428 Nguyễn Đình Chiểu, Phường 4, Quận 3, Thành phố Hồ Chí Minh, Vietnam",10.7729598,106.684595,chợ
ChIJAw7G4UozdTERL5M2GM-PoR0,Binh Chanh Market,"QL1A, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam",10.6658887,106.5715899,chợ
ChIJo8fofeIldTER7NY9Vk4qj18,Binh Khanh Market,"Bình Khánh, District 2, Ho Chi Minh City, Vietnam",10.7866123,106.7383018,chợ
ChIJbYjs1ugudTERy0fSrRLoMfo,Nguyen Tri Phuong Market,"68 Nguyễn Lâm, Phường 6, Quận 10, Thành phố Hồ Chí Minh, Vietnam",10.7644076,106.6634127,chợ
ChIJL4NdJkEvdTERXv7wKekjRAY,Ton That Dam Old Market,"Tôn Thất Đạm, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",10.771554,106.7031813,chợ
ChIJL_uZTUkpdTERnbn5K4_6W6U,Hoang Hoa Tham Market,"19 Hoàng Hoa Thám, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",10.7983726,106.6469672,chợ
ChIJd_Wo8hcvdTERXV5f7ac_lUg,Thái Bình Market,"Đ. Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Vietnam",10.7667093,106.6886329,chợ
ChIJTeYpMT8vdTERMH8sUnkta40,Ben Thanh Market,"Ben Thanh, District 1, Ho Chi Minh City, Vietnam",10.7725168,106.6980208,chợ
ChIJvSRhFh4vdTER9Xb_0ca6p4g,Ho Thi Ky Flower Market,"Hẻm 52 Hồ Thị Kỷ, Phường 1, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",10.7653897,106.6770051,chợ
ChIJ67rj5EEqdTERqNn1c--PvV8,Hoc Mon Agricultural Products Wholesale Market,"14/7A Nguyễn Thị Sóc, Xuân Thới Đông, Hóc Môn, Thành phố Hồ Chí Minh 700000, Vietnam",10.8601448,106.6014132,chợ
ChIJvcyZPY_VdDER_oeDI55DEl4,Hóc Môn Market,"Lý Nam Đế, Khu Phố 6, Hóc Môn, Thành phố Hồ Chí Minh 700000, Vietnam",10.8889045,106.5966826,chợ
ChIJSWsyJ9cudTERNx5W6BpOKKk,Chi Hoa Market,"24 Tô Hiến Thành, Phường 15, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",10.7825527,106.6712746,chợ
ChIJeeKDbBwmdTERWr6sYSaR-ow,Thảo Điền Market,"Nguyễn Văn Hưởng, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8023072,106.7280976,chợ
ChIJd2SCke0udTERoPXNug5c-M0,Thiếc Market,"129 Phó Cơ Điều, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Vietnam",10.7596209,106.6567307,chợ
ChIJx1WgsLModTERA44LLDk2NM4,Thi Nghe Market,"36R Công Trường Hòa Bình, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",10.79199,106.7075202,chợ
ChIJXW-pS6QvdTERVZ3Pjc6ONmM,Xom Chieu Market,"Đinh Lễ, Phường 12, Quận 4, Thành phố Hồ Chí Minh, Vietnam",10.7635635,106.7060311,chợ
ChIJZU-P9fMudTER0xofbKLxpKM,Chợ Phùng Hưng,"214 Đ. Phùng Hưng, Phường 14, Quận 5, Thành phố Hồ Chí Minh, Vietnam",10.7531833,106.6574664,chợ
ChIJByxIAacodTERPSjFD2sakKg,Van Thanh Market,"181 Hẻm 152 Nguyễn Văn Thương, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",10.8019179,106.7206853,chợ
ChIJiQZzdX_YdDEROZwDK5S8Yjo,Thu Duc Market,"6 Đ. Võ Văn Ngân, Trường Thọ, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8502743,106.7542998,chợ
ChIJMe__--EvdTERyJdrIxTZ16M,Chợ đêm Hồ Thị Kỷ,"1/3d bis Tổ 61 Khu phố 4, Phường 1, Quận 10, Thành phố Hồ Chí Minh, Vietnam",10.7665368,106.6760247,chợ
ChIJKzvnQYgudTER60YCy89y6No,Chợ Minh Phụng,"122 Đ. Minh Phụng, Phường 2, Quận 6, Thành phố Hồ Chí Minh 700000, Vietnam",10.7508036,106.6426524,chợ
ChIJB9fPdQgvdTERisLWl4TFuK8,Ho Thi Ky Food Street,"Hồ Thị Kỷ phường Vườn Lài, Phường 1, Quận 10, Thành phố Hồ Chí Minh 70350, Vietnam",10.7663259,106.6759953,chợ
ChIJXVx-e0svdTERkKlVRlwFw2Q,Chợ Phú Lâm,"QJ4J+2H7, 54b Bà Hom, Phường 14, Quận 6, Thành phố Hồ Chí Minh, Vietnam",10.7550621,106.6311919,chợ
ChIJO5YEy_AudTER9D7gfvh0yiQ,Chợ Xã Tây,"36 Đ. Phù Đổng Thiên Vương, Phường 11, Quận 5, Thành phố Hồ Chí Minh, Vietnam",10.7531077,106.6627821,chợ
ChIJFa6dpqUpdTERcSGHxta01fM,Chợ Phan Văn Trị,"233a Đ. Phan Văn Trị, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.8121552,106.6951454,chợ
ChIJVxeptHkudTER2-qJWgO9p04,Hồ Trọng Quý market,"Đ. Cư Xá P. Lâm D, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",10.7401631,106.6321794,chợ
ChIJq5qGXXArdTERWZNK9Cb4ngo,CHỢ BÌNH THÀNH - PHƯỜNG BÌNH TÂN,"42/4A, Bình Thành, Bình Hưng Hoà B, Bình Tân, Thành phố Hồ Chí Minh 71914, Vietnam",10.8007692,106.5873517,chợ
ChIJp-mfYoYvdTERPv_bbChTlmc,Tan My Market,"258 Đ. Tân Mỹ, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Vietnam",10.7364466,106.718317,chợ
ChIJe64KMYsudTERZK7ZOS9WSlI,Trần Chánh Chiếu Market,"1 Đ. Phú Giáo, Phường 14, Quận 6, Thành phố Hồ Chí Minh, Vietnam",10.7515044,106.652371,chợ
ChIJf_ogtdMldTERyuOqHPPbbOA,Cay Xoai Market,"Lê Văn Thịnh, Cát Lái, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.7773747,106.7664716,chợ
ChIJdetLwpcudTER2OKWZAXPWdo,Chợ Hoa tươi Đầm Sen,"Nguyễn Văn Phú, Phường 5, Quận 11, Thành phố Hồ Chí Minh, Vietnam",10.7698587,106.6424351,chợ
ChIJaTEqYFwudTERMHF_bGtmJfY,Nhi Thien Duong Market,"Đường Hoàng Minh Đạo, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Vietnam",10.7397762,106.657274,chợ
ChIJ77DHwuwudTERWycFdQs6bHI,Phu Tho Market,"124 Lãnh Binh Thăng, Phường 8, Quận 11, Thành phố Hồ Chí Minh, Vietnam",10.7625801,106.6540951,chợ
ChIJ375cAawvdTER-cenqn-ahBM,Chợ Bình Thới,"220 Đ. Xóm Đất, Phường 10, Quận 11, Thành phố Hồ Chí Minh, Vietnam",10.759479,106.642542,chợ
ChIJ5bx86dModTERG37Gk8aUGBk,Phu Nhuan Market,"123 Đ. Phan Đình Phùng, Phường 15, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",10.794355,106.6831023,chợ
ChIJ85qXT98tdTERdq_QAXN5S5Y,"Thu Mua Vải Tồn Kho Thanh Lý Vụn, Khúc Cây giá cao Toàn Thắng","xã, B13F/188 tổ 21, Đ. Liên Ấp/2B Đ. Liên Khu 5-6, Phạm Văn Hai, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",10.7902305,106.5852051,chợ
ChIJy10FrrQudTERBlImKLzUW1k,Market Nguyen Ba Tong,"QJRX+M32, Trần Mai Ninh, Phường 11, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",10.7916327,106.6476392,chợ
ChIJc40hCfwtdTERPak-eOOcPSE,Chợ Bà Hom,"37 Lộ Tẻ, Tân Tạo A, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",10.7533224,106.5908537,chợ
ChIJc0SX3aEndTERXgrTy2fCb8M,Bac Ninh Night Market,"72 Nguyễn Bá Luật, Bình Thọ, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8503421,106.7663069,chợ
ChIJ2aKm9YUpdTERwimTXUetYIA,Cầu Market,"Đ. Tô Ký, Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh, Vietnam",10.8472269,106.6358263,chợ
ChIJH78YvvYvdTER9PGr7_IHalk,Đầm Sen Square,"QJ8P+MG5, đường Đ. Kênh Tân Hóa, Phường 3, Quận 11, Thành phố Hồ Chí Minh 70000, Vietnam",10.7666672,106.6361315,chợ
ChIJ0SLMQTwrdTERKz6JnSD0rFk,Xuân Thới Thượng Market,"44 Xuân Thới Thượng 4 - 1, Xuân Thới Thượng, Hóc Môn, Thành phố Hồ Chí Minh, Vietnam",10.8631042,106.5688087,chợ
ChIJCa8gHNXXdDERCkBJuO_r50w,Thanh Xuan Market,"12 Tô Ngọc Vân, KP5, Quận 12, Thành phố Hồ Chí Minh, Vietnam",10.8799763,106.6782191,chợ
ChIJ3zOhDF0udTERnpxxJuh1uFo,Chợ Lò Than,"1618 Phạm Thế Hiển, Phường 6, Quận 8, Thành phố Hồ Chí Minh, Vietnam",10.7395878,106.6538559,chợ
ChIJYYWMfDovdTER_KL93_zYItE,Nguyễn Văn Trỗi Market,"Đ. Lê Văn Sỹ, Phường 12, Quận 3, Thành phố Hồ Chí Minh 72412, Vietnam",10.7864214,106.6800466,chợ
ChIJgWWpaeMudTERW4UyjBZPJ4I,An Dong Market,"34-36 An Dương Vương, Phường 9, Quận 5, Thành phố Hồ Chí Minh 700000, Vietnam",10.7581989,106.6722817,chợ
ChIJgxQ7MSUndTERjsK0Y4uUq54,Linh Trung Market,"VQ5F+W2H, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam",10.8597915,106.7725193,chợ
ChIJm9fgbHsvdTERKud-tlqmdjo,Nhat Thao Market B,"366 Đ. Nguyễn Duy Dương, Khu phố IV, Quận 10, Thành phố Hồ Chí Minh, Vietnam",10.7652308,106.6700945,chợ
ChIJM-Xb0HQudTER5BtQ3KBZn1o,Van Nguyen Market,"Phường 15, District 8, Ho Chi Minh City, Vietnam",10.7280582,106.6325155,chợ
ChIJVzprBBgqdTERpR0db2kvQtc,Tân Chánh Hiệp Market,"Đ. Tô Ký, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Vietnam",10.8596014,106.6180393,chợ
ChIJGUSSLOIudTERzLwzJovq-EI,Market Ward 2,"QM7F+5C5, Hoà Hảo, Phường 2, Quận 10, Thành phố Hồ Chí Minh, Vietnam",10.7628968,106.673612,chợ
ChIJvUA3JAMsdTERFGgntjyKVzM,Chợ Phường 18,"264 Nguyễn Sơn, Phú Thọ Hoà, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",10.783239,106.625741,chợ
ChIJP8uzmZYvdTERWyWoXUAnclE,Chợ 3 Tư - Phiên chợ cuối tuần,"10 Bình Phú, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",10.7420428,106.630516,chợ
ChIJ0ZT6gLkudTERv-0ryIUMEPI,Chợ Trần Văn Quang,"160 Trần Văn Quang, Phường 10, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",10.7786538,106.646928,chợ
ChIJDzuQCAwudTER34lf77MKNXQ,Phu Loi Market,"2670 Phạm Thế Hiển, Phường 7, Quận 8, Thành phố Hồ Chí Minh 70000, Vietnam",10.7237835,106.6357056,chợ
ChIJyeJ0FJQudTERq1Kkjluhex0,Chim Xanh Market,"133 Đ. Bình Thới, Phường 11, Quận 11, Thành phố Hồ Chí Minh 72620, Vietnam",10.7658997,106.6482598,chợ
ChIJW6xa9igvdTERzPz2E1pjadY,Chợ Nguyễn Thông,"153/8 Nguyễn Thông, Phường 9, Quận 3, Thành phố Hồ Chí Minh, Vietnam",10.7814803,106.6792853,chợ
ChIJDT51vnQsdTEReLznUDnnWBQ,Cho Binh Hung Hoa A,"Chiến Lược, Bình Hưng Hoà A, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",10.7893579,106.6042431,chợ
ChIJk_RFkvTXdDER630QD0xvx3s,Linh Trung Night Market,"1225 TL43, Bình Chiểu, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8891644,106.7274228,chợ
ChIJSaotbAApdTERzM7lapYmBao,Chợ An Nhơn,"394 Đ. Lê Đức Thọ, Khu phố 2, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",10.8414,106.677367,chợ
ChIJ_61WI-TSdDER1Ovj4DDhrcc,Phú Hòa Đông Market,"22 Huỳnh Thị Bẳng, Phú Hoà Đông, Củ Chi, Thành phố Hồ Chí Minh, Vietnam",11.025756,106.5650991,chợ
ChIJWSJEj_stCzERCSGRqmix-ps,Chợ Phạm Văn Cội - Củ Chi,"2GPF+36C, Phạm Văn Cội, Củ Chi, Thành phố Hồ Chí Minh, Vietnam",11.0351997,106.5230137,chợ
ChIJkSqSRX4udTERIiZahg7gzQE,Chợ Phú Định,"710/4D Đ. Hậu Giang, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",10.7481647,106.633182,chợ
ChIJ8WiMLnAvdTER3Wy06w0sph0,200 Market,"Nhà thờ Thánh Giuse (hẻm 183), Xóm Chiếu, Phường 15, Quận 4, Thành phố Hồ Chí Minh 70000, Vietnam",10.7554992,106.7091744,chợ
ChIJ05_tIrvXdDERuHdySlqXTjk,Chợ Gấu,"WJ4X+7VG, 1, Đông Thạnh, Hóc Môn, Thành phố Hồ Chí Minh, Vietnam",10.9056792,106.6496908,chợ
ChIJ052n4M0rdTERrg0bMxx-krI,Chợ An Sương,"42/2 Tổ17 KP4, Trung Mỹ Tây, Quận 12, Thành phố Hồ Chí Minh, Vietnam",10.846191,106.6214277,chợ
ChIJQUqYw38qdTERh8YZSLmGBYQ,Xuân Thới Sơn Market,"VHJM+C6C, Đ. Nguyễn Văn Bứa, Xuân Thới Sơn, Hóc Môn, Thành phố Hồ Chí Minh, Vietnam",10.8810463,106.5830307,chợ
ChIJa-sUGXondTERTRgSYVgX-4g,Chợ chồm hổm Tân Phú,"VR94+2HJ, Đ. 154, Phường Tân Phú, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8675984,106.8063867,chợ
ChIJN4hA1PIudTEReyf0HAcZhuM,Ha Ton Quyen Market,"QM42+JQ2, Hà Tôn Quyền, Phường 12, Quận 11, Thành phố Hồ Chí Minh, Vietnam",10.7565202,106.6518936,chợ
ChIJYeu0C6wndTERSSMomI9toUo,Tam Binh Market,"VPCP+395, Chợ, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8701314,106.7357883,chợ
ChIJYVjiY5MndTERSM2b2pGmuyQ,Chợ Bình Qưới,"478 Bình Quới, Phường 28, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.827258,106.7367747,chợ
ChIJFfpnH2gndTERWwwWibPVXqI,Chợ Hiệp Phú (Chợ Nhỏ cũ),"265 Đ. Lê Văn Việt, Hiệp Phú, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8443754,106.7848463,chợ
ChIJI8lwadghdTERrTa8sgp-J10,Phố đi bộ - Chợ đêm Sài Gòn Grand Park,"RRQV+WX, Long Bình, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8395738,106.8449324,chợ
ChIJ0aHQiGsndTERhab9Zg-4Abo,Chợ đêm Man Thiện,"228 Man Thiện, Phường Tân Phú, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8496741,106.795962,chợ
ChIJz7CG2E0ndTERNm1EbGEBNx4,Chợ tam hà,"356 Đ. Tô Ngọc Vân, Tam Phú, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8596209,106.7471848,chợ
ChIJszUzQvQudTERONbxCcZCWDM,Thương xá Đồng Khánh,"Trần Hưng Đạo/473 B, Phường 14, Quận 5, Thành phố Hồ Chí Minh 700000, Vietnam",10.7519251,106.6564117,chợ
ChIJoSifqM4udTERO6AHybTd28I,Nghia Hoa Market,"QMP5+RRJ, Đ. Nghĩa Hòa, Phường 7, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",10.7870998,106.6595018,chợ
ChIJQzQ1ud0xdTERcO7ftv3pMns,Phu Lac Market,"MMR3+9P4, QL50, Phong Phú, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam",10.6908833,106.6543144,chợ
ChIJzeZfk3wvdTER_-F8LuhejD8,Chợ Nguyễn Chế Nghĩa,"PMV3+2H2, Đ.Nguyễn Chế Nghĩa, Phường Xóm Củi, Quận 8, Thành phố Hồ Chí Minh, Vietnam",10.7425616,106.6539359,chợ
ChIJpVgpqdEtdTERWge_q3lPBvM,Chợ An Lạc,"357 Đ. Kinh Dương Vương, An Lạc, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",10.7420762,106.6199974,chợ
ChIJSRu89BgsdTER7TiipIufUf4,Chợ Huy Hoàng Gia,"QJFC+758, 449 HL2, Bình Trị Đông, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",10.7732273,106.6205366,chợ
ChIJmbGje0MldTERNhP3tLSALv8,Đ. Lê Thị Chợ,"Đ. Lê Thị Chợ, Phú Thuận, Quận 7, Thành phố Hồ Chí Minh, Vietnam",10.7161084,106.740039,chợ
ChIJu0mJdAchdTERnznDxI6F0Q8,Chợ Long Trường,"RR4C+9W9, Nguyễn Duy Trinh, Long Trường, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8059829,106.8223404,chợ
ChIJJ9sfD9MzdTER6B21IA1B-JA,Chợ hải sản Đông Thành Bình Chánh,"MH8F+74C, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam",10.6656947,106.5727663,chợ
ChIJs1x8UgM7dTER1gCM0R7s9OE,Binh Khanh Market,"Rừng Sác, Bình Khánh, Cần Giờ, Thành phố Hồ Chí Minh, Vietnam",10.6655305,106.7753157,chợ
ChIJuX95SGVpdTER2dNtbXBLuPg,Can Gio Market,"TT. Cần Thạnh, Cần Giờ, Ho Chi Minh City, Vietnam",10.4173115,106.971877,chợ
ChIJw1k7T_BCdTERfvfQ6ZiRbmg,Dong Hoa Market,"9VHH+JMJ, Duyên Hải, Cần Giờ, Thành phố Hồ Chí Minh, Vietnam",10.3790826,106.8791494,chợ
ChIJH6-CURImdTERX2oCqYyod5Q,MM Mega Market An Phu,"Khu B, Khu đô thị An Phú An Khánh, Thủ Đức, Thành phố Hồ Chí Minh 700000, Vietnam",10.8002009,106.7432144,siêu thị
ChIJza2URekpdTERfNgp6clezTU,MM Mega Market Binh Phu,"10 Bình Phú, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",10.7423867,106.6306652,siêu thị
ChIJuf9TI58vdTERe86UdaSdtGo,LOTTE Mart - District 7,"469 Nguyễn Hữu Thọ, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Vietnam",10.7409449,106.7018086,siêu thị
ChIJ7cEkeOcudTERAMKAMS71_RI,Satramart - Saigon Supermarket,"Đường Đ. 3 Tháng 2, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",10.7685389,106.6677042,siêu thị
ChIJ-53mhacpdTERZ5r-maXamhk,Co.opmart,"189C Đ. Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",10.7674603,106.6862332,siêu thị
ChIJjzos0OspdTERvLCozNbCoAs,MM Mega Market Hiệp Phú,"2 Đ.Trương Thị Hoa, KP 4A, Quận 12, Thành phố Hồ Chí Minh, Vietnam",10.8633185,106.6476968,siêu thị
ChIJqehQZ-AodTERyNNxTfHArwI,GO! Go Vap,"792 Nguyễn Kiệm, Phường 3, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",10.8257882,106.6801198,siêu thị
ChIJp75w960udTERtABb-bmfMW4,Tops Market Âu Cơ,"685 Đ. Âu Cơ, Tân Thành, Tân Phú, Thành phố Hồ Chí Minh 700000, Vietnam",10.7896085,106.6392619,siêu thị
ChIJvSAJIDEvdTERq9h6GWh1fZg,Co.opmart Nguyen Dinh Chieu,"168 Nguyễn Đình Chiểu, Phường 6, Quận 3, Thành phố Hồ Chí Minh, Vietnam",10.7814923,106.6924141,siêu thị
ChIJy04pFlkpdTERuMUn-zQQc78,GO! Trường Chinh,"1/1 Đ. Trường Chinh, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8060541,106.6345614,siêu thị
ChIJyypNcBgvdTERQxBDiJBURjw,Co.opmart Cong Quynh,"020 Lô D Cư Xá Thanh Đa, Phường 27, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Vietnam",10.8169965,106.7230251,siêu thị
ChIJEYXbxdoudTERmicNXLKNtCk,GO! Miền Đông,"268 Tô Hiến Thành, Phường 15, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",10.7783047,106.6654574,siêu thị
ChIJpxYzJ9QtdTERQHCSdh9dyVM,Coop Mart Bình Tân 2,"819 HL2, Bình Trị Đông A, Bình Tân, Thành phố Hồ Chí Minh 700000, Vietnam",10.7651091,106.6013259,siêu thị
ChIJz5hSqjMsdTER1FTLZpB2A-A,Co.op Mart,"158 Đường số 19, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",10.7535972,106.6133909,siêu thị
ChIJhcf2tWwmdTERExWgNMQGbtk,Tops Market An Phú,"Khu nhà phức hợp Cantavil, B1, Song Hành, An Phú, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8015123,106.7471312,siêu thị
ChIJv46B290udTER2KNHXwQFjPw,Vạn Hạnh Mall,"11 Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",10.7712347,106.6698295,siêu thị
ChIJpcUquX0ldTER5U9f9yRm2g0,GO! Nguyen Thi Thap,"Big C, Lô A/99 Đ. Nguyễn Thị Thập, Khu Dân Cư Cityland, Quận 7, Thành phố Hồ Chí Minh 70000, Vietnam",10.7375332,106.7255192,siêu thị
ChIJ-0DspacudTERf-f1QPwx7Go,GO! Phú Thạnh,"212 Thoại Ngọc Hầu, Phú Thạnh, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",10.7795442,106.63126,siêu thị
ChIJG_kgQ4kvdTERvgrON-WYwLY,Crescent Mall,"101 Đ. Tôn Dật Tiên, phường Tân Mỹ, Quận 7, Thành phố Hồ Chí Minh, Vietnam",10.7285352,106.7187468,siêu thị
ChIJyRcnWhomdTER35toSqniLKc,Tops Market Thao Dien,"12 Quốc Hương, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8014085,106.7329276,siêu thị
ChIJFeklCyEvdTER7EnR_UEzoaM,AEON Citimart Cao Thắng,"96 Cao Thắng, Phường 4, Quận 3, Thành phố Hồ Chí Minh, Vietnam",10.7715108,106.680679,siêu thị
ChIJndICWREmdTEREsJQEZaif7E,Vincom Mega Mall - Thao Dien,"161 Võ Nguyên Giáp, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam",10.8023796,106.7409716,siêu thị
ChIJm5rCdkgvdTERQiGNZ2iXx9I,Vincom Center Dong Khoi,"72 Lê Thánh Tôn, Phường, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",10.7777857,106.7016596,siêu thị
ChIJ8910jf0pdTERSevBFobl7tw,Co.opmart Hiệp Thành,"276 Đ. Nguyễn Ảnh Thủ, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Vietnam",10.8777967,106.6398595,siêu thị
ChIJPY9kQ0cvdTERNEixjJGVzhY,Saigon Centre,"65 - 67 Lê Lợi, Phường Sài Gòn, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam",10.7731031,106.70105,siêu thị
ChIJF5YKHpwvdTERhIKnRxkuE3I,Bon Grocer Supermarket,"Toà nhà Leman, 117 Nguyễn Đình Chiểu, Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",10.7781341,106.69028,siêu thị
ChIJbZc_svUvdTEReDxDr7g7XMQ,Siêu Thị Go! Âu Cơ,"658 Đ. Âu Cơ, Tân Thành, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",10.7897855,106.6397762,siêu thị
ChIJVWI0LTcpdTERKMyX8pWvmdY,Vincom Plaza Cộng Hoà,"15 17 Cộng Hòa, Phường 4, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",10.8006026,106.6582188,siêu thị
ChIJXZ7FcwDRdDEREgvcul--_qs,GO! Bình Dương,"555b Đại lộ Bình Dương, Hiệp Thành, Thủ Dầu Một, Bình Dương 75000, Vietnam",10.9869657,106.6643589,siêu thị
